ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-2139969,Source2,2,2019-05-03T07:58:48Z,2019-05-03T09:28:34Z,40.676739,-73.557518,,,0,Accident on Camp Ave at Merrick Ave.,Merrick Ave,Merrick,Nassau,NY,11566-1628,US,US/Eastern,KFRG,2019-05-03T07:53:00Z,48,45,93,30,3,ENE,7,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-7531232,Source1,2,2018-09-06T14:39:25Z,2018-09-06T15:08:48Z,28.28048,-82.67655,28.28048,-82.676,0.033,At CR-1/Little Rd - Accident.,Ridge Rd,New Port Richey,Pasco,FL,34654-4916,US,US/Eastern,KBKV,2018-09-06T14:53:00Z,91,,55,30.01,10,ENE,9.2,,Partly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3465936,Source1,3,2016-10-31T21:56:52Z,2016-11-01T03:56:52Z,27.97167,-82.54698,27.96771,-82.55034,0.342,Ramp to Independence Pky/Exit 2 - Accident.,Veterans Expy S,Tampa,Hillsborough,FL,33634,US,US/Eastern,KTPA,2016-10-31T21:53:00Z,77,,58,30.07,10,East,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-5049272,Source1,2,2022-04-08T16:44:05Z,2022-04-08T18:46:30Z,35.876373,-78.834369,35.843265,-78.787368,3.487,Slow traffic on I-40 E from Page Rd/Exit 282 (I-40) to Harrison Ave/Exit 287 (I-40) due to accident.,I-40,Morrisville,Durham,NC,27560,US,US/Eastern,KRDU,2022-04-08T16:51:00Z,65,65,29,29.25,10,WSW,13,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-707571,Source2,2,2022-02-16T17:26:37Z,2022-02-16T18:26:20Z,39.781151,-84.241417,,,0,Crash on Kensington Dr at Otterbein Ave.,Kensington Dr,Dayton,Montgomery,OH,45406-3912,US,US/Eastern,KDAY,2022-02-16T17:56:00Z,59,59,46,28.96,10,S,13,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3361204,Source2,3,2017-08-07T10:01:23Z,2017-08-07T10:45:55Z,30.264757,-81.608955,,,0,Right hand shoulder blocked due to accident on I-95 Northbound at Exit 345 Bowden Rd.,Bowden Rd,Jacksonville,Duval,FL,32216,US,US/Eastern,KCRG,2017-08-07T09:53:00Z,84,,74,30.09,10,South,11.5,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-407973,Source2,3,2017-04-30T07:43:24Z,2017-04-30T08:12:50Z,34.107174,-118.249603,,,0.01,Accident on I-5 Northbound at CA-2 .,CA-2 N,Los Angeles,Los Angeles,CA,90039,US,US/Pacific,KCQT,2017-04-30T07:47:00Z,72,,19,30.06,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5704678,Source1,2,2021-11-20T14:48:00Z,2021-11-20T16:08:53Z,36.6341578958672,-111.651209592287,36.6793078958672,-111.613039592287,3.769,Incident on US-89 NB near BIA-6211 Drive with caution.,US-89,Page,Coconino,AZ,86040,US,US/Mountain,KPGA,2021-11-20T14:53:00Z,62,62,21,25.73,10,NE,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2056282,Source2,2,2019-06-17T07:21:09Z,2019-06-17T09:08:14Z,36.174862,-95.975975,,,0,Accident on US-75 Cherokee Expy Northbound at Peoria Ave.,Cherokee Expy N,Tulsa,Tulsa,OK,74106,US,US/Central,KTUL,2019-06-17T07:19:00Z,69,69,96,29.15,10,W,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3703607,Source1,2,2023-03-24T16:23:00Z,2023-03-24T19:07:06Z,34.072012,-117.900655,34.071845,-117.887017,0.781,Accident on San Bernardino Fwy E - I-10 E from CA-39/Azusa Ave (I-10) to Barranca St (I-10).,I-10 E,West Covina,Los Angeles,CA,91791,US,US/Pacific,KPOC,2023-03-24T16:47:00Z,61,61,45,29.07,10,WSW,13,,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6922677,Source1,2,2020-12-28T18:35:02Z,2020-12-28T21:37:33Z,34.508898,-82.651387,34.509138,-82.651438,0.017,Incident on MAIN ST near US-29 Expect delays.,N Main St,Anderson,Anderson,SC,29621-5521,US,US/Eastern,KAND,2020-12-28T18:56:00Z,50,50,74,29.45,10,W,7,0,Fair,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Day
A-1505148,Source2,2,2020-06-14T03:18:37Z,2020-06-14T05:10:27Z,42.472569,-83.241554,,,0,Left lane blocked and left hand shoulder blocked due to accident on M-10 John C Lodge Fwy Westbound at Exit 15 / Northwestern Hwy.,John C Lodge Fwy N,Southfield,Oakland,MI,48075,US,US/Eastern,KVLL,2020-06-14T03:15:00Z,49,49,69,29.59,10,NNE,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-7199571,Source1,2,2020-04-26T21:24:10Z,2020-04-26T21:48:14Z,34.08742,-117.66071,34.08741,-117.6653,0.263,At Mountain Ave/Exit 50 - Accident. Hard shoulder blocked.,N San Antonio Ave,Ontario,San Bernardino,CA,91762,US,US/Pacific,KONT,2020-04-26T21:53:00Z,72,72,53,28.93,10,VAR,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-5994979,Source1,2,2021-07-08T14:54:40Z,2021-07-08T17:10:24Z,36.148874,-86.774749,36.154001,-86.758509,0.973,Slow traffic on I-40 E from I-65/Exit 210 (I-40) to I-24/Exit 211 (I-40) due to accident.,I-40 E,Nashville,Davidson,TN,37203,US,US/Central,KBNA,2021-07-08T14:53:00Z,87,87,53,29.31,10,SW,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5877015,Source1,2,2021-11-03T06:25:30Z,2021-11-03T10:19:30Z,25.895833,-80.324581,25.801284,-80.32126,6.536,Slow traffic on FL-826 S from 154th St/Miami Lakes Dr (FL-826) to 25th St (FL-826) due to accident.,Palmetto Expy S,Hialeah,Miami-Dade,FL,33016,US,US/Eastern,KOPF,2021-11-03T06:53:00Z,73,73,79,30.03,10,N,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-7437199,Source1,4,2019-03-03T14:00:44Z,2019-03-03T14:30:10Z,41.689461,-86.812319,41.65829,-86.888279,4.473,Closed at US-421/Exit 34 - Road closed due to accident.,I-94 W,La Porte,LaPorte,IN,46350,US,US/Central,KPPO,2019-03-03T13:55:00Z,21,8.6,85,30.12,1.2,NNW,12.7,,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5314428,Source1,2,2022-04-24T17:36:00Z,2022-04-24T21:27:57Z,30.068525,-95.2399,30.067363,-95.241914,0.145,Slow traffic on TX-494 Loop from Russell Palmer to Northpines Dr due to accident.,Northpark Dr,Kingwood,Montgomery,TX,77339-1614,US,US/Central,KIAH,2022-04-24T17:53:00Z,83,83,65,29.77,10,S,18,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1648791,Source2,2,2020-02-14T06:52:01Z,2020-02-14T08:34:26Z,26.234171,-80.131401,,,0,Earlier accident on Dr Martin Luther King Jr Blvd near 7th Ave.,NW 7th Ave,Pompano Beach,Broward,FL,33060,US,US/Eastern,KPMP,2020-02-14T06:53:00Z,71,71,93,30.1,3,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-5579190,Source1,2,2021-12-13T18:56:30Z,2021-12-13T19:20:00Z,34.610523,-120.081764,34.610573,-120.076557,0.296,Stationary traffic on CA-246 from Edison St (CA-246) to Meadowvale Rd (CA-246) due to accident.,Mission Dr,Santa Ynez,Santa Barbara,CA,93460-9407,US,US/Pacific,KIZA,2021-12-13T18:55:00Z,50,50,100,29.25,2,E,12,0.06,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3926310,Source1,2,2023-01-03T16:47:00Z,2023-01-03T18:59:36Z,40.689784,-73.555725,40.705033,-73.443249,5.985,Slow traffic on Southern State Pkwy E from Merrick Ave/Exit 24 (Southern State Pkwy) to NY-110/Southern State Pkwy/Exit 32 (Southern State Pkwy) due to accident.,Southern Pkwy,Merrick,Nassau,NY,11566,US,US/Eastern,KFRG,2023-01-03T16:53:00Z,50,50,93,29.76,5,SSW,8,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-1651878,Source2,2,2020-02-17T08:28:33Z,2020-02-17T09:28:10Z,43.21188,-77.942833,,,0,Accident on Utica St near College St.,College St,Brockport,Monroe,NY,14420-2212,US,US/Eastern,KROC,2020-02-17T08:24:00Z,27,17,66,29.67,9,NNE,12,0,Light Snow,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5533748,Source1,2,2021-05-09T10:52:00Z,2021-05-09T19:55:30Z,37.7397859094728,-121.590682267563,37.7199759094728,-121.659002267563,3.976,Slow traffic on I-580 W from Grant Line Rd (I-580) to Flynn Rd (I-580) due to accident.,I-580,Tracy,Alameda,CA,95391,US,US/Pacific,KLVK,2021-05-09T10:53:00Z,74,74,26,29.52,10,SW,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-7470515,Source1,3,2019-01-27T00:33:00Z,2019-01-27T01:02:53Z,29.69223,-95.5274,29.69223,-95.5274,0,At US-59/Southwest Fwy - Accident.,Southwest Fwy,Houston,Harris,TX,77036,US,US/Central,KMCJ,2019-01-27T00:35:00Z,53.6,,94,30.16,9,Calm,,,Mostly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-2032099,Source2,2,2019-06-04T08:03:01Z,2019-06-04T09:07:46Z,35.083698,-85.203339,,,0,Accident on TN-58 at Murray Hills Dr.,Highway 58,Chattanooga,Hamilton,TN,37416-3015,US,US/Eastern,KCHA,2019-06-04T07:53:00Z,68,68,52,29.38,10,NE,7,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1077738,Source2,2,2021-04-19T14:47:01Z,2021-04-19T16:32:03Z,35.39534,-97.530128,,,0,Accident on Western Ave at 70th St.,SW 70th St,Oklahoma City,Oklahoma,OK,73139-1524,US,US/Central,KOKC,2021-04-19T14:52:00Z,73,73,23,28.56,10,WSW,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2415301,Source2,2,2018-12-25T14:42:43Z,2018-12-25T15:12:43Z,33.942566,-117.278191,,,0,Accident on CA-60 Westbound at Exit 59 Day St.,CA-60 W,Moreno Valley,Riverside,CA,92553,US,US/Pacific,KRIV,2018-12-25T14:58:00Z,58.3,,60,29.75,10,WNW,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1257177,Source2,2,2020-11-20T07:19:25Z,2020-11-20T09:18:17Z,35.24844,-80.855789,,,0,Accident on NC-16 Brookshire Fwy both ways at Beatties Ford Rd.,Brookshire Fwy E,Charlotte,Mecklenburg,NC,28216,US,US/Eastern,KCLT,2020-11-20T06:52:00Z,35,35,92,29.71,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5812740,Source1,2,2021-08-30T17:40:41Z,2021-08-30T19:23:04Z,42.739242,-73.67681,42.739371,-73.677818,0.052,Crash on NY 7 westbound 15th Street (Troy) 1 Right lane and shoulder of 2 lanes closed,Hoosick St,Troy,Rensselaer,NY,12180-2324,US,US/Eastern,KALB,2021-08-30T17:51:00Z,79,79,72,29.44,10,WNW,9,0,Mostly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-2166986,Source2,3,2019-04-14T15:10:11Z,2019-04-14T17:08:30Z,30.740713,-88.107803,,,0,Two lanes blocked and left hand shoulder blocked due to accident on I-65 Northbound at Exit 8 US-45.,Saint Stephens Rd,Mobile,Mobile,AL,36612,US,US/Central,KBFM,2019-04-14T14:53:00Z,73,73,46,29.75,10,W,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-215376,Source2,3,2016-08-29T15:02:47Z,2016-08-29T15:32:47Z,41.122223,-73.331772,,,0,Right hand shoulder blocked due to accident on I-95 Southbound at Exit 18 Sherwood Island Connector.,Governor John Davis Lodge Tpke,Westport,Fairfield,CT,06880,US,US/Eastern,KBDR,2016-08-29T14:52:00Z,90,,33,30.06,10,NNW,16.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6392885,Source1,2,2021-01-31T23:04:10Z,2021-02-01T00:25:23Z,39.498199,-77.954789,39.542919,-77.912929,3.811,Incident on I-81 NB near I-81 Drive with caution.,I-81,Martinsburg,Berkeley,WV,25404,US,US/Eastern,KMRB,2021-01-31T23:06:00Z,25,14,88,29.33,1,N,12,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-7683824,Source1,2,2017-09-18T19:12:12Z,2017-09-19T01:12:12Z,25.81156,-80.19536,25.81169,-80.20049,0.319,Between Miami Ave/Exit 2 and I-95/Exit 1 - Accident. Right lane blocked.,I-195 W,Miami,Miami-Dade,FL,33127,US,US/Eastern,KMIA,2017-09-18T18:53:00Z,89.1,,52,29.88,10,West,8.1,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-500803,Source2,2,2017-07-20T13:58:29Z,2017-07-20T14:43:13Z,41.212486,-96.062195,,,0,Accident on 96th St at US-275 L St.,L St,Omaha,Douglas,NE,68127-1231,US,US/Central,KMLE,2017-07-20T13:55:00Z,95.5,,50,29.96,10,SSW,4.6,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-5874931,Source1,2,2021-11-01T20:49:00Z,2021-11-01T22:04:34Z,28.8065278528747,-81.5118920799183,28.8128178528747,-81.5034820799184,0.669,Incident on FL-429 NB near FL-46 Drive with caution.,SR-429-TOLL,Sorrento,Lake,FL,32776,US,US/Eastern,KLEE,2021-11-01T20:53:00Z,67,67,81,30.06,10,ENE,3,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2901288,Source2,3,2018-04-22T13:21:11Z,2018-04-22T13:50:23Z,30.50312,-87.232048,,,2.20000004768372,Exit ramp from I-10 Eastbound at Exits 12 13 to I-110 shoulder blocked due to accident.,I-110 S,Pensacola,Escambia,FL,32504,US,US/Central,KPNS,2018-04-22T12:53:00Z,72,,93,29.98,2.5,SSE,17.3,0.03,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2711599,Source2,3,2018-07-19T09:24:30Z,2018-07-19T10:08:52Z,41.062355,-73.861633,,,0,Accident on I-87 I-287 Southbound at Exit 9 US-9 Broadway.,I-287 E,Tarrytown,Westchester,NY,10591,US,US/Eastern,KHPN,2018-07-19T08:56:00Z,70,,46,30.09,10,ENE,9.2,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-351952,Source2,3,2017-03-27T11:10:37Z,2017-03-27T11:55:21Z,34.055916,-118.21273,,,0.01,Accident on I-10 Westbound at Exit 19A I-5.,I-10 W,Los Angeles,Los Angeles,CA,90033,US,US/Pacific,KCQT,2017-03-27T10:47:00Z,69.1,,51,30.02,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3987305,Source1,2,2022-06-28T00:12:00Z,2022-06-28T02:24:32Z,40.671491,-124.201902,40.669103,-124.202371,0.167,Accident on Redwood Hwy S - US-101 S from Tompkins Hill Rd (US-101) to Hookton Rd (US-101).,Redwood Hwy S,Loleta,Humboldt,CA,95551,US,US/Pacific,KEKA,2022-06-28T00:23:00Z,54,54,93,29.92,8,SW,5,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3130919,Source2,2,2017-12-15T08:43:54Z,2017-12-15T09:28:38Z,39.99543,-75.267799,,,0,Accident on US-30 Lancaster Ave at Remington Rd.,E Lancaster Ave,Wynnewood,Montgomery,PA,19096,US,US/Eastern,KPHL,2017-12-15T08:54:00Z,26.1,19.4,51,30.12,10,SE,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-7714948,Source1,2,2019-04-26T19:09:59Z,2019-04-26T19:38:30Z,35.969694,-79.058528,35.97457,-79.0679,0.623,At NC-86/Exit 266 - Accident. Left lane blocked.,I-40 W,Chapel Hill,Orange,NC,27514,US,US/Eastern,KIGX,,,,,,,"",,,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6018978,Source1,2,2021-12-17T07:28:30Z,2021-12-17T07:53:00Z,40.70005,-74.138062,40.703403,-74.147159,0.53,Stationary traffic from Doremus Ave (Port St) to Corbin St (Port St) due to accident.,Port St,Newark,Essex,NJ,07114,US,US/Eastern,KEWR,2021-12-17T07:51:00Z,58,58,36,30.02,10,W,10,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3482370,Source1,2,2016-10-11T06:55:46Z,2016-10-11T12:55:46Z,28.320163,-82.69916,28.320247,-82.699159,0.006,At Sandra Dr - Accident.,US Highway 19,Port Richey,Pasco,FL,34668-1637,US,US/Eastern,KBKV,2016-10-11T06:53:00Z,64.9,,81,30.17,10,North,6.9,,Overcast,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-3445209,Source1,3,2016-11-30T15:14:24Z,2016-11-30T21:29:48Z,42.175897,-88.135769,42.174612,-88.135794,0.089,Between IL-22 and US-14/Northwest Hwy - Accident.,N IL Route 59,Barrington,Lake,IL,60010-2456,US,US/Central,KPWK,2016-11-30T14:52:00Z,37,28.1,76,29.62,10,West,15,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-4677468,Source1,2,2022-06-01T07:54:00Z,2022-06-01T09:10:33Z,43.060737,-77.475047,43.060571,-77.475518,0.026,Incident on KREAG RD near PITTSFORD VICTOR RD Drive with caution.,Kreag Rd,Pittsford,Monroe,NY,14534-3717,US,US/Eastern,KROC,2022-06-01T07:54:00Z,72,72,73,29.27,10,SW,8,0,Mostly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5361469,Source1,2,2022-11-01T15:34:08Z,2022-11-01T16:52:09Z,37.543471,-77.392764,37.54181,-77.390658,0.163,Incident on I-64 EB near MM 194 Drive with caution.,I-64,Richmond,Henrico,VA,23223,US,US/Eastern,KRIC,2022-11-01T15:54:00Z,77,77,43,29.87,10,NW,8,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1078539,Source2,3,2021-04-18T16:39:26Z,2021-04-18T17:48:29Z,32.500614,-92.100739,,,0,Entry ramp closed on I-20 Eastbound from Ouachita Ave.,I-20 E,Monroe,Ouachita,LA,71201,US,US/Central,KMLU,2021-04-18T16:53:00Z,65,65,48,29.93,10,NW,12,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-116919,Source2,2,2016-12-07T06:37:15Z,2016-12-07T07:06:53Z,28.713671,-81.509079,,,0.01,Accident on County Hwy-435 Rock Springs Rd at Lester Rd.,Rock Springs Rd,Apopka,Orange,FL,32712,US,US/Eastern,KORL,2016-12-07T06:53:00Z,62.1,,93,30.05,8,WNW,3.5,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Day,Day
A-66702,Source2,3,2016-10-24T15:39:24Z,2016-10-24T16:24:09Z,33.964283,-118.120224,,,0.01,Right hand shoulder blocked due to accident on I-5 Southbound before Exit 126A Paramount Blvd.,Santa Ana Fwy S,Downey,Los Angeles,CA,90240,US,US/Pacific,KCQT,2016-10-24T15:47:00Z,70,,65,30.03,10,Calm,,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1548834,Source2,2,2020-04-07T06:26:25Z,2020-04-07T07:10:49Z,33.777344,-117.835754,,,0,#1 lane blocked due to accident on CA-55 Westbound at Tustin St.,Garden Grove Fwy,Orange,Orange,CA,92866,US,US/Pacific,KSNA,2020-04-07T06:53:00Z,58,58,75,29.97,10,CALM,0,0.01,Light Rain,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Day,Day,Day
A-5378775,Source1,2,2022-04-30T11:07:24Z,2022-04-30T14:34:53Z,40.584709,-73.947707,40.605468,-74.030518,4.575,Slow traffic from Knapp St/Exit 9 (Belt Pkwy) to I-278/3rd Ave/Exit 3 (Belt Pkwy) due to accident.,Belt Pkwy W,Brooklyn,Kings,NY,11235,US,US/Eastern,KJRB,2022-04-30T10:51:00Z,56,56,18,30.02,10,N,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2432333,Source2,2,2018-11-05T09:55:58Z,2018-11-05T10:25:40Z,39.827179,-84.905388,,,0,Accident on US-40 National Rd at 3rd St.,SW 3rd St,Richmond,Wayne,IN,47374-5341,US,US/Eastern,KVES,2018-11-05T09:55:00Z,50,,94,30.03,10,SW,5.8,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4966243,Source1,2,2022-11-11T19:21:00Z,2022-11-11T19:54:00Z,29.804265,-95.372552,29.794921,-95.37169,0.648,Stationary traffic on I-45 N - I-45 S from I-610/Exit 51 (I-45 HOV) to Main St/Exit 49 (I-45 HOV) due to accident.,I-45 N,Houston,Harris,TX,77009,US,US/Central,KMCJ,2022-11-11T19:08:00Z,61,61,90,29.85,10,NNW,15,0,Thunder,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-859803,Source2,2,2021-10-15T16:38:08Z,2021-10-15T17:23:01Z,35.80534,-78.612083,,,0,Accident on Crabtree Blvd near Timber Dr.,Timber Dr,Raleigh,Wake,NC,27604-2228,US,US/Eastern,KRDU,2021-10-15T16:51:00Z,83,83,54,29.52,10,SSE,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4011898,Source1,2,2022-11-10T19:42:41Z,2022-11-10T21:44:17Z,43.80164,-92.128853,43.800373,-92.128853,0.088,Accident on US-52 S - US-52 N from CR-5 (US-52) to CR-33/Main St (US-52).,US 52,Chatfield,Fillmore,MN,55923-4903,US,US/Central,KFKA,2022-11-10T19:35:00Z,34,24,86,28.55,10,WNW,16,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
